@relation backdoor_webshells_features_full_pca

@attribute  pc1     real
@attribute  pc2     real
@attribute  pc3     real
@attribute  pc4     real
@attribute  Label   {0, 1}
@data
-1.071099709880990181e-01,-6.728440708742618181e-02,-8.636364904676591125e-02,-3.413148269204326068e-02,0.000000000000000000e+00
-9.792347345235183353e-02,-9.363321790776020503e-02,-7.130910523842681759e-03,-5.040112576354967462e-03,0.000000000000000000e+00
-9.824648213979111921e-02,-7.361469171687629043e-02,-8.546388747840297229e-02,3.023699827464960271e-02,0.000000000000000000e+00
-9.475200416374345014e-02,-8.897007185374361526e-02,-7.554710149651833184e-02,3.382175896594861314e-02,0.000000000000000000e+00
-1.104026084463636953e-01,-2.244650970042244911e-02,-4.510412658156589399e-02,-1.106136049555077674e-02,0.000000000000000000e+00
-1.182535724442785874e-01,2.342996044702603045e-02,-6.459623186809156092e-02,-1.951005243023818878e-02,0.000000000000000000e+00
-1.604196110000744302e-01,2.086675375564969181e-01,1.582960856949114370e-02,1.635379199632532379e-02,0.000000000000000000e+00
-1.142905271044621363e-01,-5.445001869523536167e-03,-4.544985890035024151e-02,-1.051802822260093466e-02,0.000000000000000000e+00
-1.137826226994323314e-01,-8.881618778832641586e-03,-4.872404158991890111e-02,-1.179479086129549444e-02,0.000000000000000000e+00
-1.160103659011090943e-01,1.834488493079197008e-02,-6.543538651957914176e-02,-2.095573882426074452e-02,0.000000000000000000e+00
-1.148698289281469276e-01,-3.570001680969036965e-03,-4.397741441967183140e-02,-9.703940732870971683e-03,0.000000000000000000e+00
-1.377620614591337778e-01,1.063177899138037091e-01,-1.427087442923871165e-02,5.307442901672665241e-03,0.000000000000000000e+00
-1.161239600332127780e-01,3.163883023512801661e-03,-3.421469359249430103e-02,-5.591976940441010027e-03,0.000000000000000000e+00
-1.165024970276305472e-01,4.127031864364152057e-03,-4.498000649068130408e-02,-1.495403182459054993e-02,0.000000000000000000e+00
-1.121210335009698578e-01,-1.598652022812520682e-02,-4.402990956445274051e-02,-1.519108165174081274e-02,0.000000000000000000e+00
-1.560147450775666578e-01,1.896988241172506973e-01,8.628915810949728399e-03,1.756281897689002808e-02,0.000000000000000000e+00
-1.098980498457643312e-01,-2.434776062779655734e-02,-4.514614495276959155e-02,-1.121320277174061956e-02,0.000000000000000000e+00
-1.533741649929652173e-01,1.722585944806857283e-01,-5.956022788788039278e-03,1.188761636284270222e-02,0.000000000000000000e+00
-1.137846776180329589e-01,-6.506766628005723578e-03,-4.382992740030301759e-02,-1.010156168070792775e-02,0.000000000000000000e+00
-1.555555532128504725e-01,1.892749769993619380e-01,1.077865165226072654e-02,1.814398354848295591e-02,0.000000000000000000e+00
-1.170205678544536387e-01,1.113112551838681824e-02,-4.716839316961449202e-02,-1.143597302879169851e-02,0.000000000000000000e+00
-8.583598225965261008e-02,-1.037598801917153507e-01,-7.832553568734340610e-02,8.284725086715064024e-02,0.000000000000000000e+00
-9.807729068922563243e-02,-8.607500463020152648e-02,-8.183060687364905605e-02,8.449676793002817640e-03,0.000000000000000000e+00
-9.229477794239543398e-02,-1.070149057121097119e-01,1.108233809588343201e-02,-9.935488246092082228e-05,0.000000000000000000e+00
-1.029818105101847903e-01,-6.505526334715124037e-02,-1.700396677005665269e-02,-8.412382870842952803e-03,0.000000000000000000e+00
-8.487004975257241013e-02,-8.487202196692490708e-02,-1.474091439965871664e-01,1.308649774899608986e-01,0.000000000000000000e+00
-1.029012625437653733e-01,-7.091260591639525490e-02,-4.547577162709185231e-03,-3.228743515108596467e-03,0.000000000000000000e+00
-1.071075307387541059e-01,-5.422572301275799256e-02,-7.080957796956922901e-02,-4.660861042842670901e-03,0.000000000000000000e+00
-1.067735895727196932e-01,-6.389175703497818049e-02,-7.499144222816482575e-02,-2.038629875087332247e-02,0.000000000000000000e+00
-1.019379043269068169e-01,-8.222922739420741867e-02,-5.172650483331553417e-02,-1.700120795357547981e-02,0.000000000000000000e+00
-1.041204397378614060e-01,-7.498274052661300926e-02,-4.984618737896404084e-02,-2.052755794275769666e-02,0.000000000000000000e+00
-1.076144811313751309e-01,-4.514168232320189128e-02,-5.532212312320702874e-02,5.899645571336703011e-03,0.000000000000000000e+00
-1.050410995233189010e-01,-6.303730683356541242e-02,-4.331721505184930876e-02,-8.714580904499065472e-03,0.000000000000000000e+00
-1.017898338134142072e-01,-8.355877543667387941e-02,-4.845009764675879682e-02,-2.057330266770786981e-02,0.000000000000000000e+00
-1.032275171250511825e-01,-7.168319910541183504e-02,-7.206602002811583751e-02,-1.078510410009566808e-02,0.000000000000000000e+00
-9.915677841530326497e-02,-8.677909037134851067e-02,-5.329349078082298852e-02,-1.421101811108288135e-02,0.000000000000000000e+00
-1.104026084463636953e-01,-2.244650970042244911e-02,-4.510412658156589399e-02,-1.106136049555077674e-02,0.000000000000000000e+00
-1.182535724442785874e-01,2.342996044702603045e-02,-6.459623186809156092e-02,-1.951005243023818878e-02,0.000000000000000000e+00
-1.604196110000744302e-01,2.086675375564969181e-01,1.582960856949114370e-02,1.635379199632532379e-02,0.000000000000000000e+00
-1.142905271044621363e-01,-5.445001869523536167e-03,-4.544985890035024151e-02,-1.051802822260093466e-02,0.000000000000000000e+00
-1.137826226994323314e-01,-8.881618778832641586e-03,-4.872404158991890111e-02,-1.179479086129549444e-02,0.000000000000000000e+00
-1.160103659011090943e-01,1.834488493079197008e-02,-6.543538651957914176e-02,-2.095573882426074452e-02,0.000000000000000000e+00
-1.148698289281469276e-01,-3.570001680969036965e-03,-4.397741441967183140e-02,-9.703940732870971683e-03,0.000000000000000000e+00
-1.377620614591337778e-01,1.063177899138037091e-01,-1.427087442923871165e-02,5.307442901672665241e-03,0.000000000000000000e+00
-1.161239600332127780e-01,3.163883023512801661e-03,-3.421469359249430103e-02,-5.591976940441010027e-03,0.000000000000000000e+00
-1.165024970276305472e-01,4.127031864364152057e-03,-4.498000649068130408e-02,-1.495403182459054993e-02,0.000000000000000000e+00
-1.121210335009698578e-01,-1.598652022812520682e-02,-4.402990956445274051e-02,-1.519108165174081274e-02,0.000000000000000000e+00
-1.127854012543472867e-01,-1.244649339337961479e-02,-4.969196950294125364e-02,-1.249222159274517539e-02,0.000000000000000000e+00
-1.560147450775666578e-01,1.896988241172506973e-01,8.628915810949728399e-03,1.756281897689002808e-02,0.000000000000000000e+00
-1.098980498457643312e-01,-2.434776062779655734e-02,-4.514614495276959155e-02,-1.121320277174061956e-02,0.000000000000000000e+00
-1.533741649929652173e-01,1.722585944806857283e-01,-5.956022788788039278e-03,1.188761636284270222e-02,0.000000000000000000e+00
-1.137846776180329589e-01,-6.506766628005723578e-03,-4.382992740030301759e-02,-1.010156168070792775e-02,0.000000000000000000e+00
-1.555555532128504725e-01,1.892749769993619380e-01,1.077865165226072654e-02,1.814398354848295591e-02,0.000000000000000000e+00
-1.170205678544536387e-01,1.113112551838681824e-02,-4.716839316961449202e-02,-1.143597302879169851e-02,0.000000000000000000e+00
-1.234556261586654546e-01,4.670658167371831426e-02,-6.048793561040052835e-02,-2.199145416117664897e-02,0.000000000000000000e+00
-1.345475616895386306e-01,8.872420618567786188e-02,2.758338295216361882e-02,1.265107568484129079e-02,0.000000000000000000e+00
-1.317236217765078987e-01,8.527316203606710721e-02,-1.166962311542094934e-02,4.533960979372627341e-03,0.000000000000000000e+00
-9.876874451897252327e-02,-9.346369194559166205e-02,-3.807300697696276021e-02,-1.728731521924387754e-02,0.000000000000000000e+00
-1.045323376055669329e-01,-5.159612745952737306e-02,2.887651356187065019e-02,9.206394984048172497e-03,0.000000000000000000e+00
-1.102726036177711227e-01,-1.847877782270998526e-02,5.552427059657006475e-02,2.015451742346600211e-02,0.000000000000000000e+00
-8.698293683118904496e-02,-7.309759992810377360e-02,-1.111772278584729490e-01,1.312207810096994998e-01,0.000000000000000000e+00
-8.667019518167763670e-02,-1.061862390173103493e-01,-7.527485980897005713e-02,7.005565307285920029e-02,0.000000000000000000e+00
-1.185488261734262277e-01,9.909409570151477345e-03,2.740080108981436495e-03,8.916207374650855040e-04,0.000000000000000000e+00
-9.338835540984906369e-02,-1.006895518533542228e-01,4.531613984183381627e-02,1.414443307987499517e-02,0.000000000000000000e+00
-1.023445979549817142e-01,-7.051422467713128195e-02,-4.078877806240083920e-02,-3.737741650061882082e-03,0.000000000000000000e+00
-1.015744688038366650e-01,-7.542899590212649719e-02,-4.245647862804993213e-03,-3.528565230168412108e-03,0.000000000000000000e+00
-9.997481766943092096e-02,-7.808796436491234616e-02,1.763058821516424318e-02,4.672205900985573930e-03,0.000000000000000000e+00
-9.577457991768065226e-02,-9.478646381348614092e-02,2.154246617788063006e-02,5.339057139324502807e-03,0.000000000000000000e+00
-9.462237978568913133e-02,-9.599828482959074649e-02,4.899691473922575952e-02,1.600411898210910358e-02,0.000000000000000000e+00
-1.046071068078057442e-01,-5.882635573304737658e-02,6.390768966590802853e-03,5.987301332462880571e-03,0.000000000000000000e+00
-1.019064978125509141e-01,-4.111550695791800492e-02,2.198976830217498901e-01,8.521463429356686270e-02,0.000000000000000000e+00
-1.072105265309925143e-01,-9.519720676230272044e-03,2.878278756788991144e-01,1.132640266784413763e-01,0.000000000000000000e+00
-1.049741390330057311e-01,-6.027779563630048659e-02,-1.094662744832911386e-02,-5.758064685838986535e-03,0.000000000000000000e+00
-1.069184510473966260e-01,-5.617057267275984284e-02,-3.369012090053682268e-02,-1.426232107195994810e-02,0.000000000000000000e+00
-1.095816490511374447e-01,-4.589791378392193283e-02,-4.002722340971776038e-02,-1.623993379524991260e-02,0.000000000000000000e+00
-1.096809553248619951e-01,-2.762356725200759353e-02,9.181692177782578568e-02,3.616500360238222855e-02,0.000000000000000000e+00
-9.803603449130239567e-02,-8.799295566121420609e-02,-4.563479468796575837e-03,3.335516943683813343e-04,0.000000000000000000e+00
-1.032951097018595110e-01,-6.562220853712054380e-02,9.521586288818434732e-03,2.182887811238608949e-03,0.000000000000000000e+00
-1.073668147352380420e-01,-5.046606464227990085e-02,-1.390636528316232037e-02,-6.483233992879884784e-03,0.000000000000000000e+00
-1.106730996751892904e-01,-3.759919388757239356e-02,-2.053569672505086569e-02,-8.431638918878280736e-03,0.000000000000000000e+00
-1.073173667316730112e-01,-4.588946307815493925e-02,1.335779271913318904e-02,4.173144329893675904e-03,0.000000000000000000e+00
-1.028139326253258434e-01,-6.726955743268586696e-02,-9.355391272400757560e-03,-8.099883633027398725e-04,0.000000000000000000e+00
-1.028617647503353161e-01,-7.244374048835859614e-02,-2.794777231041068247e-02,-1.278252605325968204e-02,0.000000000000000000e+00
-1.014952687421986910e-01,-6.934213062369180836e-02,2.114517507054624115e-02,1.113448424213092647e-02,0.000000000000000000e+00
-1.049497748169042344e-01,-6.189524354160011455e-02,-1.192267331823302148e-02,-5.953004658077907726e-03,0.000000000000000000e+00
-9.110044422053659163e-02,-8.496143707353301378e-02,2.264888887564751874e-01,8.555481771152337322e-02,0.000000000000000000e+00
-1.118174012301402231e-01,-2.145814584681825579e-02,4.883720359763112084e-02,1.907388195789272087e-02,0.000000000000000000e+00
-1.043096857806058153e-01,-6.394479210658876589e-02,-1.270206245854118426e-02,-6.498407380396004074e-03,0.000000000000000000e+00
-1.035877189309085955e-01,-6.332530553077708735e-02,1.114334286088311012e-02,2.758922340293554210e-03,0.000000000000000000e+00
-1.017958198583448770e-01,-6.752513785092539855e-02,4.188375969802687893e-02,1.473365991744959684e-02,0.000000000000000000e+00
-1.017525484246961931e-01,-7.484042985209710119e-02,-3.819458760972883893e-02,-7.549361511749367801e-03,0.000000000000000000e+00
-9.958892975983255069e-02,-8.973525524388266394e-02,-3.272952799363552934e-02,-1.493004889131935124e-02,0.000000000000000000e+00
-1.050272968516733074e-01,-5.144574372135903712e-02,4.301549568455263067e-02,1.548588788239538272e-02,0.000000000000000000e+00
-1.019818203513794819e-01,-3.623791106816473540e-02,2.343190326503961640e-01,9.057610066256852055e-02,0.000000000000000000e+00
-1.041855634106899631e-01,-4.926942697768983692e-02,8.510378256646043693e-02,3.203825212502012243e-02,0.000000000000000000e+00
-1.053935365862856272e-01,-1.803230463105644221e-02,2.776656355464180992e-01,1.087851098972951042e-01,0.000000000000000000e+00
-9.095622719053814142e-02,-8.836505410736929245e-02,1.955235552006240052e-01,7.301216167391522127e-02,0.000000000000000000e+00
-9.948865626066370760e-02,-7.019666671782642808e-02,6.646258308663721692e-02,2.348724158077044114e-02,0.000000000000000000e+00
-1.042515357389068309e-01,-6.487900509849253705e-02,-2.223885216162951178e-02,-1.038789314453539454e-02,0.000000000000000000e+00
-1.058111224708347675e-01,-4.585030114613628666e-02,7.071264593757248251e-02,2.686559434147869560e-02,0.000000000000000000e+00
-1.096014986464997620e-01,-4.400830865408907056e-02,-2.643438206211557936e-02,-1.082817053652660941e-02,0.000000000000000000e+00
-1.018296574963608453e-01,-5.495784841786421210e-02,1.173070717409846198e-01,4.438021961897487683e-02,0.000000000000000000e+00
-1.026080958262977627e-01,-6.795512822812846410e-02,7.351854537399064166e-03,1.056578630394313647e-03,0.000000000000000000e+00
-1.055286426455014914e-01,-4.323698549604912400e-02,9.984768274242040997e-02,3.840783957370774715e-02,0.000000000000000000e+00
-1.039912675850613449e-01,-6.468517382951814720e-02,-4.265412970306194790e-02,-4.033397627936197161e-03,0.000000000000000000e+00
-9.795257361443004962e-02,-9.111933949772206554e-02,4.972170785414522197e-03,-3.408400490562288289e-04,0.000000000000000000e+00
-1.076067721357438223e-01,-5.138304254661500009e-02,-1.608775878967365694e-02,-7.062431066685599841e-03,0.000000000000000000e+00
-9.940102627397809365e-02,-7.181512384666088877e-02,7.745543046096951822e-02,2.823855663257886575e-02,0.000000000000000000e+00
-1.072859746310097229e-01,-4.975635152383976745e-02,3.590785427925432052e-03,6.423081988236953180e-04,0.000000000000000000e+00
-1.051434658772226055e-01,-6.245877056694604246e-02,-4.826869357006889627e-02,-1.076997809644773298e-02,0.000000000000000000e+00
-9.732170489360504606e-02,-8.269047003738931589e-02,5.876057027987343501e-02,2.033944179865809082e-02,0.000000000000000000e+00
-1.064083514040467249e-01,-4.287302969277630854e-02,5.474724159837614235e-02,2.026740010675862416e-02,0.000000000000000000e+00
-9.775714614755001697e-02,-8.565495492258287658e-02,3.184391246441367618e-02,9.900481581007722007e-03,0.000000000000000000e+00
-9.653296156784536841e-02,-8.953268299777639161e-02,2.676055058224027783e-02,7.341688219313090985e-03,0.000000000000000000e+00
-1.139608106803261522e-01,-1.742358084045480399e-02,3.494209920476232939e-02,1.444485448249017111e-02,0.000000000000000000e+00
-9.907179563385200283e-02,-7.115524283478030787e-02,9.894157968691624783e-02,3.683795024279217650e-02,0.000000000000000000e+00
-9.940809226714061864e-02,-7.303159900963594742e-02,-5.501145061321426749e-02,1.851021808125700996e-02,0.000000000000000000e+00
-1.008444785882651185e-01,-7.764743822542541363e-02,1.192667756257909280e-03,-1.534551885747938637e-03,0.000000000000000000e+00
-9.727464236382164786e-02,-5.649327660427658909e-02,2.520960839863358172e-01,9.711616467879358172e-02,0.000000000000000000e+00
-1.037749084401565908e-01,-6.945549856711608072e-02,-2.565623618841432474e-02,-1.153303328441890839e-02,0.000000000000000000e+00
-1.363683917317423111e-01,2.248679451771387616e-01,8.760447594510715197e-01,3.481310144622566938e-01,0.000000000000000000e+00
-9.907858699621582832e-02,-7.629429978744449448e-02,5.503805210655367264e-02,1.928832169505558317e-02,0.000000000000000000e+00
-1.085481157121059304e-01,-4.698852161178920794e-02,-1.759905431149443381e-02,-7.569260170003244519e-03,0.000000000000000000e+00
-1.024261529989817787e-01,-2.523796161519805195e-02,3.151925401910233293e-01,1.230705192011196658e-01,0.000000000000000000e+00
-1.049498739322637930e-01,-5.325504181020843802e-02,5.703882239597526937e-02,2.154284715052084617e-02,0.000000000000000000e+00
-1.018296060919103990e-01,-7.478501775319909561e-02,-1.110902214373074397e-02,-6.279082409867817703e-03,0.000000000000000000e+00
-9.552905432599623214e-02,-7.970015569293587010e-02,-7.389371753281785693e-02,3.869574461987360797e-02,0.000000000000000000e+00
-9.152721612581994626e-02,-1.177231342781266399e-01,-3.888327911414543592e-02,1.916255371531367583e-04,0.000000000000000000e+00
-1.202885146663196098e-01,1.887427997317146777e-02,9.331773350072906231e-03,3.630903317058472354e-03,0.000000000000000000e+00
-9.836903556234893875e-02,-8.417921018093917074e-02,2.335544748955773603e-02,6.649560010655761536e-03,0.000000000000000000e+00
-1.065598086645535292e-01,-5.596705841004206983e-02,-1.940744566633654730e-02,-8.633313743816076538e-03,0.000000000000000000e+00
-1.069135083546083331e-01,-5.624226400728694203e-02,-2.757230408020663534e-02,-1.170624472658168824e-02,0.000000000000000000e+00
-1.004928762775651185e-01,-4.880924551203531803e-02,1.944026834473960297e-01,7.455159004293261671e-02,0.000000000000000000e+00
-9.467716907360691769e-02,-6.615327777090376782e-02,2.560619728724508604e-01,9.805901937859146100e-02,0.000000000000000000e+00
-1.112201294177359301e-01,-2.778777881432257981e-03,1.908714125249945381e-01,7.510224609268237317e-02,0.000000000000000000e+00
-1.071633099935226235e-01,-5.269329889751234175e-03,3.154027912656324206e-01,1.241060438793518961e-01,0.000000000000000000e+00
-9.834053736784535704e-02,-6.328480394008229037e-02,1.766358361082454032e-01,6.750229360020414127e-02,0.000000000000000000e+00
-1.119936161906267963e-01,1.681464147562893681e-03,1.916251258155332871e-01,7.539472696026550125e-02,0.000000000000000000e+00
-9.514083205895548789e-02,-7.069395165718074525e-02,2.190526444383060212e-01,8.367177365728258043e-02,0.000000000000000000e+00
-1.108155641176687689e-01,-4.631893397918377710e-03,1.890568207195693351e-01,7.428530117761718288e-02,0.000000000000000000e+00
-1.038087861041215865e-01,-2.548250682811584872e-02,2.797062201190949060e-01,1.094332126934422916e-01,0.000000000000000000e+00
-1.134105663644599110e-01,7.611974573353935160e-03,1.933129534156510509e-01,7.638857308452276507e-02,0.000000000000000000e+00
-1.141024948475804907e-01,2.139077290965437500e-02,2.767410108628012289e-01,1.097420578434719768e-01,0.000000000000000000e+00
-1.076008884529893322e-01,-1.629516255670212035e-02,2.028220444131706990e-01,7.910829823893640589e-02,0.000000000000000000e+00
-9.983005758375695926e-02,-5.725124091173851293e-02,1.767603769942840408e-01,6.788726476348000416e-02,0.000000000000000000e+00
-1.088351071831520911e-01,-4.732463457453051081e-02,-1.099727984492791279e-02,-4.528613024222338454e-03,0.000000000000000000e+00
-1.083971814560569652e-01,-3.238443712406582908e-02,4.271254132071664739e-02,1.532295037413473025e-02,0.000000000000000000e+00
-1.029389074559891731e-01,-6.120201541652253024e-02,3.358189673565015188e-02,1.127260740239981185e-02,0.000000000000000000e+00
-1.061433535270674133e-01,-3.809839969644816804e-02,1.086975185651428977e-01,4.185122797899702707e-02,0.000000000000000000e+00
-1.101969684843197989e-01,-3.050768272580348800e-02,3.048272821854041900e-02,1.142739592507284289e-02,0.000000000000000000e+00
-1.302236203613355847e-01,7.149218688154970747e-02,8.302766754977727523e-03,3.596231503016521745e-03,0.000000000000000000e+00
-1.399962660897993427e-01,1.080085091862941632e-01,-8.157564905636207481e-03,-6.269805795511845673e-04,0.000000000000000000e+00
-1.198690583642794821e-01,-3.299936696799296923e-03,-3.371678231876322485e-02,-1.143600157727306561e-02,0.000000000000000000e+00
-1.673111983541024639e-01,2.587921469451641698e-01,3.618905618762628673e-02,1.808604205695190509e-02,0.000000000000000000e+00
-1.829931460332697157e-01,3.404375174316406349e-01,3.769158658420623809e-02,1.955755272607962933e-02,0.000000000000000000e+00
-1.092215862185470510e-01,-4.498986586048200897e-02,-4.805535300615665362e-02,-1.999893383682767312e-02,0.000000000000000000e+00
-1.166052805972848383e-01,-3.664427774448724816e-03,-6.002410671906004136e-02,-2.504308107086992627e-02,0.000000000000000000e+00
-1.089883207513680646e-01,-4.316429949725954923e-02,-6.443389832807672191e-02,-2.730335372453197851e-02,0.000000000000000000e+00
-1.073785363119605929e-01,-4.737585734858859587e-02,-6.126297834936422770e-02,-2.668184103102670332e-02,0.000000000000000000e+00
-1.091429192389136160e-01,-4.020954994782916653e-02,-5.541475892044891299e-02,-2.384827231815886059e-02,0.000000000000000000e+00
-1.084730663614515145e-01,-4.486323870066546982e-02,-6.391630716526931766e-02,-2.726016021313476881e-02,0.000000000000000000e+00
-1.025954079505082134e-01,-8.441061330497140469e-02,-7.059262164064190881e-02,-2.902627144023410197e-02,0.000000000000000000e+00
-1.100236300389492161e-01,-3.342363064209065426e-02,-7.493635875597758067e-02,-3.227076395412604992e-02,0.000000000000000000e+00
-1.140917157139443028e-01,-2.269257849793800130e-02,-1.555718516525997179e-02,-5.657038101642670493e-03,0.000000000000000000e+00
-1.070975315707096420e-01,-4.255301387781296879e-02,4.532678370612183705e-02,1.685355103274577965e-02,0.000000000000000000e+00
-1.141304178735090546e-01,-2.286153232217895750e-02,-1.767298122848238312e-02,-6.484242971865901428e-03,0.000000000000000000e+00
-1.069520229151489921e-01,-4.319352995883930790e-02,4.522652746665255241e-02,1.678659568026457521e-02,0.000000000000000000e+00
-1.069229755916338703e-01,-4.352558237012593700e-02,4.409608401324163068e-02,1.633994611821106349e-02,0.000000000000000000e+00
-1.142116290054297212e-01,-2.196199767146576540e-02,-1.438159909177863342e-02,-5.174630150681910033e-03,0.000000000000000000e+00
-1.080069049700641826e-01,-4.655925888499027471e-02,-5.059809250104686101e-02,-2.183603471239347824e-02,0.000000000000000000e+00
-1.106424441776587275e-01,-2.434413035056754923e-02,5.275902136346736354e-02,2.017463854664871409e-02,0.000000000000000000e+00
-9.754408778379443368e-02,-9.311653294997571106e-02,9.315453176757935994e-03,1.434331480808827058e-03,0.000000000000000000e+00
-9.233880105523735449e-02,-1.262395958052178191e-01,-9.044425463092871376e-02,-3.959389782852482109e-02,0.000000000000000000e+00
-9.953110503125257857e-02,-7.703735523216237446e-02,-2.012398055393122345e-02,-1.157933965416899427e-02,0.000000000000000000e+00
-1.042042810789172574e-01,-5.552745591352008930e-02,-2.376334375188489043e-02,-1.245079063211022678e-02,0.000000000000000000e+00
-9.227559665153482749e-02,-1.138912088073695400e-01,-1.096396227659110142e-02,1.806796393476871581e-03,0.000000000000000000e+00
-1.039735676373339801e-01,-6.563143648516865658e-02,-2.075464772765923255e-03,-2.090680182079965831e-03,0.000000000000000000e+00
-1.000865933595401908e-01,-8.143207898635274056e-02,1.481582187682763162e-03,-1.474674103754045540e-03,0.000000000000000000e+00
-9.372250273903279250e-02,-1.072211402868281233e-01,-1.251510973277067743e-02,1.335623432737123020e-03,0.000000000000000000e+00
-7.669891798066992561e-02,-1.786370710672595397e-01,-1.377855772749198276e-03,-1.796377517273064486e-03,0.000000000000000000e+00
-1.073261875916489694e-01,-5.153755654739498870e-02,-5.428166097311629829e-02,-2.319782502794289977e-02,0.000000000000000000e+00
-1.124416113299098741e-01,-2.732862922381070966e-02,-8.701701181348545089e-02,-3.622331176091682370e-02,0.000000000000000000e+00
-1.069075866289503629e-01,-4.981302666484407199e-02,-6.647658729129218846e-02,-2.888432109326333208e-02,0.000000000000000000e+00
-1.058355342490605727e-01,-5.635127759880069476e-02,-6.342998777668160115e-02,-2.750263150458106404e-02,0.000000000000000000e+00
-1.145057027126917398e-01,-2.722890035607497192e-02,-6.097557095605359717e-02,-2.366400282085048129e-02,0.000000000000000000e+00
-1.046105921722267074e-01,-5.419492760740534515e-02,5.353515115507347100e-02,1.994498497106485940e-02,0.000000000000000000e+00
-1.092448814244738609e-01,-4.489549918693409858e-02,-1.727921663445332323e-02,-7.166320038852649725e-03,0.000000000000000000e+00
-1.121596819489935198e-01,-2.559833717823607052e-02,-8.385911213198758707e-02,-3.533669783782687063e-02,0.000000000000000000e+00
-1.041230849214814930e-01,-7.416790366557124425e-02,-5.066411848248700278e-02,-2.091164654378317375e-02,0.000000000000000000e+00
-1.118551986479274646e-01,-2.813766442543099919e-02,-9.424130184609873576e-03,-4.206193857358419066e-03,0.000000000000000000e+00
-1.051423492029765205e-01,-5.805855293812935136e-02,1.989017655145831898e-02,6.918335786332550572e-03,0.000000000000000000e+00
-1.102726036177711227e-01,-1.847877782270998526e-02,5.552427059657006475e-02,2.015451742346600211e-02,0.000000000000000000e+00
-1.077531222053924598e-01,-1.849115644017412449e-03,3.128070667949696682e-01,1.230031101439842123e-01,0.000000000000000000e+00
-1.042152262244006311e-01,-5.999511880860406571e-02,5.931573235923207066e-03,6.326702092370102039e-04,0.000000000000000000e+00
-8.698293683118904496e-02,-7.309759992810377360e-02,-1.111772278584729490e-01,1.312207810096994998e-01,0.000000000000000000e+00
-8.667019518167763670e-02,-1.061862390173103493e-01,-7.527485980897005713e-02,7.005565307285920029e-02,0.000000000000000000e+00
-1.185488261734262277e-01,9.909409570151477345e-03,2.740080108981436495e-03,8.916207374650855040e-04,0.000000000000000000e+00
-1.065132108952922818e-01,-2.553757281435863058e-02,1.820223418489427536e-01,7.089746686559257605e-02,0.000000000000000000e+00
-9.338835540984906369e-02,-1.006895518533542228e-01,4.531613984183381627e-02,1.414443307987499517e-02,0.000000000000000000e+00
-1.149174028537309628e-01,7.654845920168233675e-03,1.592932377940718125e-01,6.342312757302537296e-02,0.000000000000000000e+00
-1.021798533136530213e-01,-7.120049763972795265e-02,-1.999148314105309368e-02,-1.022311251698487453e-02,0.000000000000000000e+00
-1.028412198494115942e-01,-7.098755237304091303e-02,-1.141505440169983746e-02,-6.113842132886205052e-03,0.000000000000000000e+00
-1.023445979549817142e-01,-7.051422467713128195e-02,-4.078877806240083920e-02,-3.737741650061882082e-03,0.000000000000000000e+00
-1.015744688038366650e-01,-7.542899590212649719e-02,-4.245647862804993213e-03,-3.528565230168412108e-03,0.000000000000000000e+00
-9.997481766943092096e-02,-7.808796436491234616e-02,1.763058821516424318e-02,4.672205900985573930e-03,0.000000000000000000e+00
-9.577457991768065226e-02,-9.478646381348614092e-02,2.154246617788063006e-02,5.339057139324502807e-03,0.000000000000000000e+00
-9.462237978568913133e-02,-9.599828482959074649e-02,4.899691473922575952e-02,1.600411898210910358e-02,0.000000000000000000e+00
-1.046071068078057442e-01,-5.882635573304737658e-02,6.390768966590802853e-03,5.987301332462880571e-03,0.000000000000000000e+00
-1.019064978125509141e-01,-4.111550695791800492e-02,2.198976830217498901e-01,8.521463429356686270e-02,0.000000000000000000e+00
-1.072105265309925143e-01,-9.519720676230272044e-03,2.878278756788991144e-01,1.132640266784413763e-01,0.000000000000000000e+00
-1.049741390330057311e-01,-6.027779563630048659e-02,-1.094662744832911386e-02,-5.758064685838986535e-03,0.000000000000000000e+00
-1.069184510473966260e-01,-5.617057267275984284e-02,-3.369012090053682268e-02,-1.426232107195994810e-02,0.000000000000000000e+00
-1.095816490511374447e-01,-4.589791378392193283e-02,-4.002722340971776038e-02,-1.623993379524991260e-02,0.000000000000000000e+00
-1.096809553248619951e-01,-2.762356725200759353e-02,9.181692177782578568e-02,3.616500360238222855e-02,0.000000000000000000e+00
-9.803603449130239567e-02,-8.799295566121420609e-02,-4.563479468796575837e-03,3.335516943683813343e-04,0.000000000000000000e+00
-1.032951097018595110e-01,-6.562220853712054380e-02,9.521586288818434732e-03,2.182887811238608949e-03,0.000000000000000000e+00
-1.073668147352380420e-01,-5.046606464227990085e-02,-1.390636528316232037e-02,-6.483233992879884784e-03,0.000000000000000000e+00
-1.106730996751892904e-01,-3.759919388757239356e-02,-2.053569672505086569e-02,-8.431638918878280736e-03,0.000000000000000000e+00
-1.073173667316730112e-01,-4.588946307815493925e-02,1.335779271913318904e-02,4.173144329893675904e-03,0.000000000000000000e+00
-1.028139326253258434e-01,-6.726955743268586696e-02,-9.355391272400757560e-03,-8.099883633027398725e-04,0.000000000000000000e+00
-1.028617647503353161e-01,-7.244374048835859614e-02,-2.794777231041068247e-02,-1.278252605325968204e-02,0.000000000000000000e+00
