File_Size,Index_of_Coincidence,Entropy,Nasty_Sig_Count,Super_Nasty_Sig_Count,Eval_Uses,Compression_Ratio,Longest_Word_Length,NonPrintableChars,ObfuscatedPHP,PasswordProtection,HiddenInAFile,DangerousPHP,DodgyPHP,SuspiciousEncoding,DodgyStrings,CloudflareBypass,Websites,Label
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1401,0.1323405948,3.69977815,0,0,0,0.2591006424,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1387,0.1320548403,3.7057404,0,0,0,0.2631578947,10,0,0,0,0,0,0,0,0,0,0,0
1377,0.1313156014,3.714519582,0,0,0,0.2643427741,10,0,0,0,0,0,0,0,0,0,0,0
1377,0.1313156014,3.714519582,0,0,0,0.2643427741,10,0,0,0,0,0,0,0,0,0,0,0
1169,0.1236152572,3.689516788,0,0,0,0.3259195894,10,0,0,0,0,0,0,0,0,0,0,0
1401,0.1323405948,3.69977815,0,0,0,0.2591006424,10,0,0,0,0,0,0,0,0,0,0,0
1169,0.1236152572,3.689516788,0,0,0,0.3259195894,10,0,0,0,0,0,0,0,0,0,0,0
1305,0.1305094117,3.738691458,0,0,0,0.2735632184,10,0,0,0,0,0,0,0,0,0,0,0
1405,0.1277759193,3.778851788,0,0,0,0.2597864769,10,0,0,0,0,0,0,0,0,0,0,0
1153,0.1233800476,3.695946892,0,0,0,0.3269731136,10,0,0,0,0,0,0,0,0,0,0,0
1373,0.1319448216,3.709006213,0,0,0,0.262199563,10,0,0,0,0,0,0,0,0,0,0,0
918,0.1211873911,3.848152398,0,0,0,0.3246187364,10,0,0,0,0,0,0,0,0,0,0,0
1169,0.1236152572,3.689516788,0,0,0,0.3259195894,10,0,0,0,0,0,0,0,0,0,0,0
1373,0.1316381564,3.717519673,0,0,0,0.2629278951,10,0,0,0,0,0,0,0,0,0,0,0
1209,0.1291086682,3.765989272,0,0,0,0.2944582299,10,0,0,0,0,0,0,0,0,0,0,0
1401,0.1322444706,3.698384499,0,0,0,0.2576730906,10,0,0,0,0,0,0,0,0,0,0,0
1401,0.1323405948,3.69977815,0,0,0,0.2591006424,10,0,0,0,0,0,0,0,0,0,0,0
1153,0.1236852642,3.691841221,0,0,0,0.3295750217,10,0,0,0,0,0,0,0,0,0,0,0
1401,0.1323405948,3.69977815,0,0,0,0.2591006424,10,0,0,0,0,0,0,0,0,0,0,0
5521,0.02880642451,5.837475286,2,0,0,0.3997464227,52,0,0,0,0,1,1,0,0,0,0,0
8156,0.03839907016,5.215745269,0,0,0,0.3515203531,37,0,0,0,0,3,0,0,0,0,0,0
10294,0.03688709246,5.286601751,0,0,0,0.3219351078,37,0,0,0,0,3,0,0,0,0,0,0
13336,0.0396064924,5.284034771,0,0,0,0.3188362328,22,0,0,0,0,0,0,0,0,0,0,0
26210,0.031660087,5.698209191,0,0,0,0.3646699733,931,0,0,0,0,0,0,0,0,0,0,0
4453,0.02910967887,5.499677936,0,0,0,0.3465079722,147,0,0,0,0,0,0,0,0,0,0,0
4926,0.123999421,4.807287847,0,0,0,0.3386114495,80,0,0,0,0,0,0,0,0,0,0,0
98,0.1156862745,3.807908286,0,0,0,0.9693877551,52,0,0,0,0,0,0,0,0,0,0,0
85,0.1244292237,3.637181156,0,0,0,0.9764705882,39,0,0,0,0,0,0,0,0,0,0,0
101,0.1248329324,3.770343331,0,0,0,0.9702970297,33,0,0,0,0,0,0,0,0,0,0,0
101,0.1299719888,3.697466208,0,0,0,0.9801980198,35,0,0,0,0,0,0,0,0,0,0,0
12421,0.04415122667,5.02321262,0,0,0,0.2769503261,64,0,0,0,0,0,0,0,0,0,0,0
2166,0.06472868131,4.675275008,0,0,0,0.4492151431,64,0,0,0,0,0,0,0,0,0,0,0
6420,0.0435659096,5.147714823,0,0,0,0.3269470405,80,0,0,0,0,0,0,0,0,0,0,0
9376,0.03918818483,5.050953807,0,0,0,0.1469709898,64,0,0,0,0,0,0,0,0,0,0,0
22729,0.0578826894,4.630785062,0,0,0,0.1674952704,222,0,0,0,0,0,0,0,0,0,0,0
10709,0.04357009445,5.003541146,0,0,0,0.1576244281,64,0,0,0,0,0,0,0,0,0,0,0
12140,0.04690690456,4.796298648,0,0,0,0.1176276771,64,0,0,0,0,0,0,0,0,0,0,0
8826,0.03798485727,5.09022093,0,0,0,0.1079764333,85,0,0,0,0,0,0,0,0,0,0,0
9705,0.04273165157,5.006010489,0,0,0,0.1424008243,64,0,0,0,0,0,0,0,0,0,0,0
4103,0.04809772557,5.034877117,0,0,0,0.3470631245,64,0,0,0,0,0,0,0,0,0,0,0
8321,0.04394234723,5.029164107,0,0,0,0.3015262589,64,0,0,0,0,0,0,0,0,0,0,0
9973,0.04471152474,4.967735919,0,0,0,0.1669507671,64,0,0,0,0,0,0,0,0,0,0,0
54738,0.06514844445,4.445605393,0,0,0,0.04411925902,64,0,0,0,0,0,0,0,0,0,0,0
8861,0.03968542623,5.273030418,0,0,0,0.3298724749,70,0,0,0,0,0,0,0,0,0,0,0
2992,0.04198129497,5.16853906,0,0,0,0.3288770053,54,0,0,0,0,0,0,0,0,0,0,0
5391,0.04333493932,5.092533863,0,0,0,0.2148024485,64,0,0,0,0,0,0,0,0,0,0,0
2287,0.04637739992,5.104394404,0,0,0,0.2702229996,64,0,0,0,0,0,0,0,0,0,0,0
6693,0.03927856041,5.144003745,0,0,0,0.3006125803,210,0,0,0,0,0,0,0,0,0,0,0
22925,0.06779484223,4.717061885,0,0,0,0.4255179935,64,0,0,0,0,0,0,0,0,0,0,0
5795,0.04659830397,4.9922109,0,0,0,0.3591026747,64,0,0,0,0,0,0,0,0,0,0,0
7383,0.03759060793,5.276259464,0,0,0,0.2830827577,92,0,0,0,0,0,0,0,0,0,0,0
15939,0.04870437739,4.932757254,0,0,0,0.2256728778,64,0,0,0,0,0,0,0,0,0,0,0
26364,0.05506475568,4.814601265,0,0,0,0.2212486724,274,0,0,0,0,0,0,0,0,0,0,0
7372,0.05799404892,4.620672112,0,0,0,0.3029028757,1197,0,0,0,0,0,0,0,0,0,0,0
7372,0.05799442551,4.619995963,0,0,0,0.3029028757,1197,0,0,0,0,0,0,0,0,0,0,0
56178,0.07037928939,4.40352718,0,0,0,0.2419808466,1187,0,0,0,0,0,0,0,0,0,0,0
20524,0.08279307351,4.100353629,0,0,0,0.1990352758,135,0,0,0,0,0,0,0,0,0,0,0
17382,0.03435022951,5.496430229,0,0,0,0.2634909677,119,0,0,0,0,0,0,0,0,0,0,0
8489,0.03554332155,5.237148519,0,0,0,0.1888326069,64,0,0,0,0,0,0,0,0,0,0,0
3447,0.05167351252,4.83471015,0,0,0,0.3298520453,64,0,0,0,0,0,0,0,0,0,0,0
2060,0.09145708291,4.430909944,0,0,0,0.4126213592,64,0,0,0,0,0,0,0,0,0,0,0
19243,0.03398753401,5.431855373,0,0,0,0.2357220808,214,0,0,0,0,0,0,0,0,0,0,0
1303,0.04355575696,5.009718747,0,0,0,0.4988488104,24,0,0,0,0,0,0,0,0,0,0,0
890,0.3438584617,2.99162827,0,0,0,0.2876404494,64,0,0,0,0,0,0,0,0,0,0,0
364,0.03120997641,5.207958123,0,0,0,0.6181318681,42,0,0,0,0,0,0,0,0,0,0,0
567,0.03248233578,5.2380084,0,0,0,0.5414462081,41,0,0,0,0,0,0,0,0,0,0,0
851,0.08040535676,4.67050269,0,0,0,0.3266745006,53,0,0,0,0,0,0,0,0,0,0,0
16749,0.05563212263,5.059361466,0,0,0,0.2774494,64,0,0,0,0,0,0,0,0,0,0,0
7071,0.0373838467,5.39863378,0,0,0,0.3439400368,64,0,0,0,0,0,0,0,0,0,0,0
70027,0.04163907838,5.146684723,0,0,0,0.2046067945,222,0,0,0,0,1,0,0,0,0,0,0
70288,0.04159810658,5.148040266,0,0,0,0.2055827453,222,0,0,0,0,1,0,0,0,0,0,0
70118,0.0416171159,5.147550172,0,0,0,0.2050258136,222,0,0,0,0,1,0,0,0,0,0,0
2643,0.05003959373,4.944806792,0,0,0,0.3295497541,20,0,0,0,0,0,0,0,0,0,0,0
23773,0.0395441166,5.264422681,0,0,0,0.260379422,66,0,0,0,0,0,0,0,0,0,0,0
23782,0.035271585,5.2966083,0,0,0,0.2078042217,131,0,0,0,0,0,0,0,0,0,0,0
16852,0.03910578195,5.30309697,0,0,0,0.3185971991,64,0,0,0,0,0,0,0,0,0,0,0
23608,0.03462699617,5.302285585,0,0,0,0.203066757,131,0,0,0,0,0,0,0,0,0,0,0
9289,0.03640625728,5.32658967,0,0,0,0.2571859188,64,0,0,0,0,0,0,0,0,0,0,0
19144,0.03643971247,5.286676369,0,0,0,0.2980568324,206,0,0,0,0,0,0,0,0,0,0,0
9869,0.03709352371,5.443867424,0,0,0,0.2915188976,237,0,0,0,0,0,0,0,0,0,0,0
23495,0.03461889677,5.342774688,0,0,0,0.2451159821,116,0,0,0,0,0,0,0,0,0,0,0
132681,0.03174579593,5.406129521,2,0,0,0.2468024811,560,0,0,0,0,3,0,0,0,0,0,0
13925,0.06410673931,4.512072576,0,0,0,0.2728904847,328,0,0,0,0,0,0,0,0,0,0,0
10577,0.03767976588,5.350711212,0,0,0,0.3479247424,150,0,0,0,0,2,0,0,0,0,0,0
119434,0.03737274402,5.312548674,0,0,0,0.1612103756,476,0,2,0,0,1,0,0,0,0,0,0
8143,0.05390045223,4.919475847,0,0,0,0.2970649638,70,0,0,0,0,0,0,0,0,0,0,0
3445,0.03033682818,5.647287506,0,0,0,0.3616835994,68,0,0,0,0,0,0,0,0,0,0,0
125,0.115942029,3.54791381,0,0,0,0.984,31,0,0,0,0,0,0,0,0,0,0,0
832,0.02973796115,5.394023313,0,0,0,0.5757211538,32,0,0,0,0,1,0,0,0,0,0,0
1963,0.03497108595,5.45910896,0,0,0,0.446255731,60,0,1,0,0,0,0,0,0,0,0,0
1878,0.03409999133,5.297370439,0,0,0,0.4909478168,168,0,0,0,0,0,0,0,0,0,0,0
2321,0.04092708523,4.995522787,0,0,0,0.2697113313,25,0,0,0,0,0,0,0,0,0,0,0
3969,0.03940827031,5.203977111,0,0,0,0.2826908541,25,0,0,0,0,0,0,0,0,0,0,0
5417,0.0394868244,5.120696192,0,0,0,0.2113716079,25,0,0,0,0,0,0,0,0,0,0,0
197440,0.01858380857,5.25847763,0,0,0,0.6706746353,429,0,0,0,0,0,0,0,0,0,0,0
708,0.04789970762,4.892365586,1,0,0,0.3573446328,23,0,0,0,0,1,0,0,0,0,0,0
96652,0.07088562663,4.247219227,0,0,0,0.3288912801,51,0,0,0,0,0,0,0,0,0,0,0
56939,0.05737677595,5.203064612,0,0,0,0.1712183214,110,0,0,0,0,0,0,0,0,0,0,0
407,0.03036663868,5.351468083,0,0,0,0.6388206388,27,0,0,0,0,0,0,0,0,0,0,0
407,0.03027758695,5.363815198,0,0,0,0.6388206388,27,0,0,0,0,0,0,0,0,0,0,0
404,0.0309347593,5.316289923,0,0,0,0.6237623762,25,0,0,0,0,0,0,0,0,0,0,0
404,0.03124475272,5.320703919,0,0,0,0.6361386139,27,0,0,0,0,0,0,0,0,0,0,0
5174,0.04836061548,4.618833076,0,0,0,0.2570545033,27,0,0,0,0,0,0,0,0,0,0,0
5209,0.04835691031,4.618235252,0,0,0,0.2593588021,27,0,0,0,0,0,0,0,0,0,0,0
5140,0.04804145129,4.626943993,0,0,0,0.2651750973,27,0,0,0,0,0,0,0,0,0,0,0
5240,0.04819745713,4.619368753,0,0,0,0.2616412214,27,0,0,0,0,0,0,0,0,0,0,0
3358,0.05095779535,4.643945062,0,0,0,0.3180464562,32,0,0,0,0,0,0,0,0,0,0,0
5258,0.04811302548,4.622908026,0,0,0,0.2578927349,27,0,0,0,0,0,0,0,0,0,0,0
5421,0.04871402798,4.605570089,0,0,0,0.2586238701,27,0,0,0,0,0,0,0,0,0,0,0
5486,0.04878924716,4.604189023,0,0,0,0.2564710171,27,0,0,0,0,0,0,0,0,0,0,0
5299,0.04852246549,4.612358885,0,0,0,0.2664653708,27,0,0,0,0,0,0,0,0,0,0,0
3307,0.05159678392,4.637031456,0,0,0,0.3477472029,30,0,0,0,0,0,0,0,0,0,0,0
108,0.07265032622,3.964935074,0,0,0,0.8240740741,11,0,0,0,0,0,0,0,0,0,0,0
27417,0.03024626477,5.571296012,0,0,0,0.2058212058,112,0,0,0,0,0,0,0,0,0,0,0
6688,0.0946611184,4.23313926,0,0,0,0.3129485646,23,0,0,0,0,0,0,0,0,0,0,0
4574,0.03634360654,5.274599563,0,0,0,0.3283777875,68,0,0,0,0,10,0,0,0,0,0,0
2308,0.03388962996,5.369826821,1,0,0,0.4142114385,41,0,0,0,0,1,0,0,0,0,0,0
6588,0.09711514827,3.760821817,0,0,0,0.2823315118,6,0,0,0,0,0,0,0,0,0,0,0
8786,0.07773573004,4.012760986,0,0,0,0.1724334168,16,0,0,0,0,0,0,0,0,0,0,0
16364,0.1068128079,3.773777632,0,0,0,0.2862991934,22,0,0,0,0,0,0,0,0,0,0,0
9520,0.03645198575,5.208401888,0,0,0,0.2720588235,20,0,0,0,0,0,0,0,0,0,0,0
18349,0.06249062768,4.852198873,0,0,0,0.3782767453,16,0,0,0,0,0,0,0,0,0,0,0
2189,0.04286407121,5.099482413,0,0,0,0.3535861124,23,0,0,0,0,0,0,0,0,0,0,0
2897,0.1397704713,5.55749703,0,0,0,0.3393165343,42,0,0,0,0,0,0,0,0,0,0,0
4090,0.1167965099,5.310813352,0,0,0,0.3190709046,47,0,0,0,0,0,0,0,0,0,0,0
10269,0.1016942524,5.4255984,0,0,0,0.2622455935,71,0,0,0,0,1,0,0,0,0,0,0
1829,0.04595612683,5.123863235,0,0,0,0.4729360306,42,0,0,0,0,0,0,0,0,0,0,0
19874,0.09173731019,5.352242871,0,0,0,0.2596860219,59,0,0,0,0,0,0,0,0,0,0,0
1328410,0.03130959297,5.579278746,6,0,0,0.203453753,823,0,12,0,2,27,2,0,0,0,0,0
90331,0.05230522195,4.708318697,0,0,0,0.4567756363,36,0,0,0,0,0,0,0,0,0,0,0
30,0.06157635468,3.590571081,0,0,0,1.266666667,28,0,0,0,0,0,0,0,0,0,0,0
27410,0.06120696751,4.571647165,0,0,0,0.5267055819,36,0,0,0,0,0,0,0,0,0,0,0
30704,0.05025021459,4.548641281,0,0,0,0.2852071391,36,0,0,0,0,0,0,0,0,0,0,0
2044,0.06453469007,4.508443029,0,0,0,0.4124266145,36,0,0,0,0,0,0,0,0,0,0,0
16678,0.04866897742,4.653893475,0,0,0,0.3483631131,78,0,0,0,0,0,0,0,0,0,0,0
1773,0.08385574841,4.614676595,0,0,0,0.5324309081,63,0,0,0,0,0,0,0,0,0,0,0
84420,0.0587926227,4.585195545,0,0,0,0.4779673063,36,0,0,0,0,0,0,0,0,0,0,0
230,0.04479842675,4.570375442,0,0,0,0.6956521739,53,0,0,0,0,0,0,0,0,0,0,0
49048,0.04833786988,4.68712254,0,0,0,0.303967542,36,0,0,0,0,0,0,0,0,0,0,0
149944,0.145824316,3.113162818,0,0,0,0.1391719575,59,0,0,0,0,0,0,0,0,0,0,0
35149,0.05118825249,4.701763235,0,0,0,0.4503399812,36,0,0,0,0,0,0,0,0,0,0,0
1209,0.03566673255,5.110499857,0,0,0,0.4011579818,28,0,0,0,0,0,0,0,0,0,0,0
4225,0.8869649901,0.3279145184,0,0,0,0.03857988166,4225,0,0,0,0,0,0,0,0,0,0,0
4761,0.894479657,0.3108298624,0,0,0,0.03717706364,4761,0,0,0,0,0,0,0,0,0,0,0
5329,0.9064869429,0.2828390645,0,0,0,0.03434040158,5329,0,0,0,0,0,0,0,0,0,0,0
5929,0.914282687,0.2641663028,0,0,0,0.03086523866,5929,0,0,0,0,0,0,0,0,0,0,0
6561,0.8900480853,0.3209612074,0,0,0,0.02956866331,6561,0,0,0,0,0,0,0,0,0,0,0
7225,0.8985961443,0.3013479239,0,0,0,0.02712802768,7225,0,0,0,0,0,0,0,0,0,0,0
7921,0.9061365454,0.2836825112,0,0,0,0.02550183058,7921,0,0,0,0,0,0,0,0,0,0,0
8649,0.9128213825,0.2677106481,0,0,0,0.0237021621,8649,0,0,0,0,0,0,0,0,0,0,0
9409,0.9187755265,0.2532178238,0,0,0,0.02348814964,9409,0,0,0,0,0,0,0,0,0,0,0
10201,0.9241021353,0.2400222966,0,0,0,0.02235074993,10201,0,0,0,0,0,0,0,0,0,0,0
841,0.7794292509,0.5464781717,0,0,0,0.08085612366,841,0,0,0,0,0,0,0,0,0,0,0
11025,0.9288869471,0.2279693895,0,0,0,0.01995464853,11025,0,0,0,0,0,0,0,0,0,0,0
11881,0.9104725396,0.2733650764,0,0,0,0.01969531184,11881,0,0,0,0,0,0,0,0,0,0,0
12769,0.9158419828,0.2603976662,0,0,0,0.01903046441,12769,0,0,0,0,0,0,0,0,0,0,0
13689,0.9196476722,0.2510789183,0,0,0,0.01687486303,13689,0,0,0,0,0,0,0,0,0,0,0
14641,0.9251627196,0.2373727592,0,0,0,0.01775834984,14641,0,0,0,0,0,0,0,0,0,0,0
15625,0.9292225376,0.2271212998,0,0,0,0.016128,15625,0,0,0,0,0,0,0,0,0,0,0
16641,0.9320475407,0.2199018603,0,0,0,0.01640526411,16641,0,0,0,0,0,0,0,0,0,0,0
17689,0.9363578527,0.2087417497,0,0,0,0.01662049861,17689,0,0,0,0,0,0,0,0,0,0,0
18769,0.9216052485,0.2462453902,0,0,0,0.01651659652,18769,0,0,0,0,0,0,0,0,0,0,0
19881,0.92470057,0.238534298,0,0,0,0.01554247774,19881,0,0,0,0,0,0,0,0,0,0,0
1089,0.7937699184,0.5195686778,0,0,0,0.08080808081,1089,0,0,0,0,0,0,0,0,0,0,0
21025,0.9282876712,0.2294977995,0,0,0,0.0157431629,21025,0,0,0,0,0,0,0,0,0,0,0
22201,0.9322823377,0.2193010865,0,0,0,0.01481915229,22201,0,0,0,0,0,0,0,0,0,0,0
23409,0.9353375181,0.2114023236,0,0,0,0.01448160964,23409,0,0,0,0,0,0,0,0,0,0,0
24649,0.9381797753,0.2039717355,0,0,0,0.01403708061,24649,0,0,0,0,0,0,0,0,0,0,0
25921,0.9408285491,0.1969720006,0,0,0,0.01411982562,25921,0,0,0,0,0,0,0,0,0,0,0
27225,0.9280094887,0.2302045673,0,0,0,0.01359044995,27225,0,0,0,0,0,0,0,0,0,0,0
28561,0.931512605,0.2212790567,0,0,0,0.01330485627,28561,0,0,0,0,0,0,0,0,0,0,0
29929,0.9342840204,0.2141378541,0,0,0,0.01303083965,29929,0,0,0,0,0,0,0,0,0,0,0
31329,0.9368832486,0.2073729655,0,0,0,0.0127996425,31329,0,0,0,0,0,0,0,0,0,0,0
32761,0.9393242971,0.2009577397,0,0,0,0.01224016361,32761,0,0,0,0,0,0,0,0,0,0,0
1369,0.8268061803,0.455183309,0,0,0,0.06793279766,1369,0,0,0,0,0,0,0,0,0,0,0
34225,0.9416197878,0.1948678533,0,0,0,0.01165814463,34225,0,0,0,0,0,0,0,0,0,0,0
1681,0.8521925724,0.403268231,0,0,0,0.05710886377,1681,0,0,0,0,0,0,0,0,0,0,0
2025,0.8720763187,0.3608352105,0,0,0,0.04839506173,2025,0,0,0,0,0,0,0,0,0,0,0
2401,0.8879307233,0.3256898992,0,0,0,0.04373177843,2401,0,0,0,0,0,0,0,0,0,0,0
2809,0.8424848295,0.4234923927,0,0,0,0.05375578498,2809,0,0,0,0,0,0,0,0,0,0,0
3249,0.8599914032,0.3868999381,0,0,0,0.04801477378,3249,0,0,0,0,0,0,0,0,0,0,0
3721,0.8746218065,0.355334414,0,0,0,0.04111797904,3721,0,0,0,0,0,0,0,0,0,0,0
17649,0.01146636261,5.615055732,0,0,0,0.1856762423,5951,0,0,0,0,0,0,0,0,0,0,0
26088,0.01055187764,5.747244139,0,0,0,0.1384927936,8740,0,0,0,0,0,0,0,0,0,0,0
35429,0.01022232404,5.823798784,0,0,0,0.1064100031,11884,0,0,0,0,0,0,0,0,0,0,0
7047,0.01596105358,5.218957852,0,0,0,0.245210728,2383,0,0,0,0,0,0,0,0,0,0,0
7047,0.01596267355,5.218893042,0,0,0,0.2473392933,2383,0,0,0,0,0,0,0,0,0,0,0
3306,0.8268543967,0.5145613291,0,0,0,0.05293405929,57,0,0,0,0,0,0,0,0,0,0,0
3782,0.8397158494,0.4845703642,0,0,0,0.04759386568,61,0,0,0,0,0,0,0,0,0,0,0
4290,0.857288635,0.4435727054,0,0,0,0.04382284382,65,0,0,0,0,0,0,0,0,0,0,0
4830,0.8693041995,0.414412631,0,0,0,0.04099378882,69,0,0,0,0,0,0,0,0,0,0,0
5402,0.8434796277,0.4711033363,0,0,0,0.03905960755,73,0,0,0,0,0,0,0,0,0,0,0
6006,0.8557486366,0.4425253403,0,0,0,0.0367965368,77,0,0,0,0,0,0,0,0,0,0,0
6642,0.8665181182,0.41687709,0,0,0,0.03372478169,81,0,0,0,0,0,0,0,0,0,0,0
7310,0.8760228334,0.3937626145,0,0,0,0.02872777018,85,0,0,0,0,0,0,0,0,0,0,0
8010,0.8844543646,0.3728494173,0,0,0,0.03108614232,89,0,0,0,0,0,0,0,0,0,0,0
8742,0.8919699371,0.3538572684,0,0,0,0.03019903912,93,0,0,0,0,0,0,0,0,0,0,0
462,0.579579495,1.026242495,0,0,0,0.158008658,21,0,0,0,0,0,0,0,0,0,0,0
9506,0.8986993347,0.3365490025,0,0,0,0.02682516305,97,0,0,0,0,0,0,0,0,0,0,0
10302,0.879173756,0.3825284673,0,0,0,0.02572316055,101,0,0,0,0,0,0,0,0,0,0,0
11130,0.8863635854,0.364800655,0,0,0,0.02524707996,105,0,0,0,0,0,0,0,0,0,0,0
11990,0.8916820959,0.3513508668,0,0,0,0.02301918265,109,0,0,0,0,0,0,0,0,0,0,0
12882,0.898798613,0.3334019723,0,0,0,0.02290017078,113,0,0,0,0,0,0,0,0,0,0,0
13806,0.9041971211,0.3194528904,0,0,0,0.02071563089,117,0,0,0,0,0,0,0,0,0,0,0
14762,0.9081440609,0.3090040835,0,0,0,0.02066115702,121,0,0,0,0,0,0,0,0,0,0,0
15750,0.9136602193,0.2944868476,0,0,0,0.01853968254,125,0,0,0,0,0,0,0,0,0,0,0
16770,0.898142066,0.3325532914,0,0,0,0.01860465116,129,0,0,0,0,0,0,0,0,0,0,0
17822,0.9022340022,0.3220263357,0,0,0,0.01778700483,133,0,0,0,0,0,0,0,0,0,0,0
650,0.6260708783,0.9354646431,0,0,0,0.1446153846,25,0,0,0,0,0,0,0,0,0,0,0
18906,0.9068071879,0.3102281903,0,0,0,0.01782502909,137,0,0,0,0,0,0,0,0,0,0,0
20022,0.9117713984,0.2973287767,0,0,0,0.01678154031,141,0,0,0,0,0,0,0,0,0,0,0
21170,0.9156612441,0.2870188251,0,0,0,0.01648559282,145,0,0,0,0,0,0,0,0,0,0,0
22350,0.9192762324,0.277325737,0,0,0,0.01610738255,149,0,0,0,0,0,0,0,0,0,0,0
23562,0.9226420385,0.2681992724,0,0,0,0.01523639759,153,0,0,0,0,0,0,0,0,0,0,0
24806,0.9092290957,0.3019780058,0,0,0,0.01487543336,157,0,0,0,0,0,0,0,0,0,0,0
26082,0.9134753082,0.2909526081,0,0,0,0.01453109424,161,0,0,0,0,0,0,0,0,0,0,0
27390,0.916898197,0.2819104449,0,0,0,0.01460387003,165,0,0,0,0,0,0,0,0,0,0,0
28730,0.9201058896,0.2733483534,0,0,0,0.01402714932,169,0,0,0,0,0,0,0,0,0,0,0
30102,0.923116249,0.2652316911,0,0,0,0.01358713707,173,0,0,0,0,0,0,0,0,0,0,0
870,0.689432959,0.81412531,0,0,0,0.1114942529,29,0,0,0,0,0,0,0,0,0,0,0
31506,0.9259453325,0.2575289064,0,0,0,0.01326731416,177,0,0,0,0,0,0,0,0,0,0,0
1122,0.738063322,0.7161887997,0,0,0,0.09180035651,33,0,0,0,0,0,0,0,0,0,0,0
1406,0.7756204978,0.636934946,0,0,0,0.0746799431,37,0,0,0,0,0,0,0,0,0,0,0
1722,0.8050622865,0.572122141,0,0,0,0.06213704994,41,0,0,0,0,0,0,0,0,0,0,0
2070,0.7559506214,0.6675597269,0,0,0,0.0768115942,45,0,0,0,0,0,0,0,0,0,0,0
2450,0.784075466,0.6086428329,0,0,0,0.06734693878,49,0,0,0,0,0,0,0,0,0,0,0
2862,0.8073743354,0.558140788,0,0,0,0.05974842767,53,0,0,0,0,0,0,0,0,0,0,0
383,0.0328279499,5.288576263,0,0,0,0.6318537859,33,0,0,0,0,0,0,0,0,0,0,0
2136,0.03204904676,5.443888424,0,0,0,0.4592696629,39,0,0,0,0,0,0,0,0,0,0,0
7802,0.06872479128,4.669442747,0,0,0,0.3418354268,20,0,0,0,0,0,0,0,0,0,0,0
1750,0.06650819211,5.108768149,0,0,0,0.4645714286,55,0,0,0,0,0,0,0,0,0,0,0
20925,0.03606522656,5.353581889,0,0,0,0.2856869773,94,0,0,0,0,0,0,0,0,0,0,0
6009,0.05056961066,5.072076464,0,0,0,0.4226992844,55,0,0,0,0,0,0,0,0,0,0,0
108,0.07265032622,3.964935074,0,0,0,0.8240740741,11,0,0,0,0,0,0,0,0,0,0,0
108,0.07265032622,3.964935074,0,0,0,0.8240740741,11,0,0,0,0,0,0,0,0,0,0,0
4916,0.04653033587,5.241003548,0,0,0,0.3285191212,30,0,0,0,0,0,0,0,0,0,0,0
4397,0.04855272941,5.091704959,0,0,0,0.4441664771,59,0,0,0,0,0,0,0,0,0,0,0
4422,0.05146197397,5.020969344,0,0,0,0.4950248756,74,0,0,0,0,0,0,0,0,0,0,0
4443,0.04904835473,5.083764664,0,0,0,0.4454197614,59,0,0,0,0,0,0,0,0,0,0,0
4482,0.0486824503,5.089513729,0,0,0,0.4435519857,59,0,0,0,0,0,0,0,0,0,0,0
4512,0.04844834914,5.099937412,0,0,0,0.443927305,59,0,0,0,0,0,0,0,0,0,0,0
4388,0.04870298194,5.089861019,0,0,0,0.444165907,59,0,0,0,0,0,0,0,0,0,0,0
3421,0.06064858106,4.706493958,0,0,0,0.5051154633,37,0,0,0,0,0,0,0,0,0,0,0
2658,0.04775663926,5.218175093,0,0,0,0.4887133183,61,0,0,0,0,0,0,0,0,0,0,0
877,0.05902229997,4.649883815,0,0,0,0.4982896237,69,0,0,0,0,0,0,0,0,0,0,0
4696,0.04756528113,5.134624544,0,0,0,0.4418654174,59,0,0,0,0,0,0,0,0,0,0,0
